"","householdsize","racePctHisp","pctUrban","medIncome","pctWSocSec","PctPopUnderPov","PctNotHSGrad","PctUnemployed","MalePctNevMarr","TotalPctDiv","PctFam2Par","PctKids2Par","PctKidsBornNeverMar","PctSpeakEnglOnly","PctLargHouseFam","PctHousLess3BR","MedNumBR","MedYrHousBuilt","OwnOccMedVal","RentMedian","PopDens"
"1",1.17524569999041,-0.41605524011194,0.670020559811911,3.0643042370244,-0.336252496272377,-1.12327227246315,-1.12881395549252,-1.1552771319535,-0.529468718941235,-2.11354913054038,1.65028983547413,1.57265827418624,-0.881003669276878,-0.099103762522369,-0.151969290762476,-2.49270394836462,0.70095135273528,-0.324493659283395,1.82528527203255,3.35348842596661,-0.331543740435774
"2",0.337222563834814,-0.486652351664509,0.670020559811911,1.03781273195127,1.09583126392589,-0.888398172546667,-0.781209947185716,-1.24852146793491,-0.331387788540221,-1.79697569277441,1.22087498840912,1.17083340251065,-0.919370747345078,0.0507958461111094,-0.299558730448805,-1.58258028291832,0.70095135273528,-0.414046793511244,0.623913397310878,0.77010918313194,-0.211076860895616
"3",-0.830023947239051,-0.383841024160767,0.670020559811911,0.125463239058946,-0.501400202625207,-0.79886695624187,-1.20252056458375,-0.702869427747415,-0.603287699214905,0.578991266458574,0.425697495060864,0.632852995804503,-0.714746330981345,0.428741778779405,-0.636906021160412,0.149122321351906,0.70095135273528,1.19790962259004,-0.277115508730379,-0.00314718887299364,-0.00103748348140948
"4",-0.91981214039858,-0.496933484414884,-1.59856781173599,-0.998511409720633,1.57560343274652,0.652236393737185,1.03506649412418,1.3174245185164,-0.311702727133909,0.698955937611992,-0.953750199493108,-0.736174304594327,0.231641594700923,0.561591194961683,-0.383895553126707,0.0184825607615281,0.70095135273528,-2.11555634384038,-0.775245310444245,-1.04587169051601,0.153363728323581
"5",0.157646177515758,-0.509270843715333,-1.59856781173599,-1.23613346085768,0.69320838858395,2.13589654964526,0.0686909527057867,1.04805199234789,2.45773934946661,-0.360731990909873,-1.46961803567961,-1.33060944533754,0.50660565418969,0.537436755655814,-0.0412772109977299,0.7428074555904,-1.24956026323035,-0.414046793511244,-0.853383318556224,-0.852557597514777,-0.639674547053014
"6",-0.770165151799366,-0.47979826316426,0.670020559811911,-0.924245207531406,0.34965294106164,0.716187262526327,0.0659610782950005,-0.112321966531838,0.324370819557547,0.742276513306282,-0.201324184281851,-0.119323313571688,-0.490938375583511,0.695861460514893,-0.607915238364884,0.564992225897942,-1.24956026323035,0.302378280311549,-0.722746336244009,-0.870131605969435,-0.278592042797524
"7",-0.321224186001725,-0.469517130413886,0.670020559811911,0.657021532762378,0.460555050437263,-0.884909943339987,-0.765740658857927,-0.412775938027482,0.660247179802745,-1.057193553995,0.51975074696227,0.70840271341293,-0.618828635810845,0.206378852228321,-0.0808100966279965,0.141138780426939,0.70095135273528,-0.593153061966942,0.804607541069829,1.40863149031783,-0.049605996535452
"8",-0.770165151799366,-0.501731346365058,0.670020559811911,-0.801784188073945,0.743837612429344,0.739442123904196,0.579177467522846,0.740691033001774,-0.288326716713913,1.37542338883821,-1.0924549952265,-1.04003360838206,0.493816628166957,0.73564524290103,-0.404979758796182,0.790708701140205,-1.24956026323035,-0.77225933042264,-0.929079513914703,-1.02829768206135,-0.448405097172793
"9",-0.740235754079524,-0.494877257864809,0.670020559811911,-0.644983430191977,-0.857010227253563,0.239462604280002,-1.00414969073327,-0.644160031018381,1.25325965466789,-0.723958356346613,0.502650155707468,0.703421413350835,-0.471754836549411,0.577930962727416,-0.737055998090421,1.00989318835295,-1.24956026323035,0.750143951450794,-0.522517690457063,-0.629953490422448,-0.135926454234121
"10",-0.26136539056204,0.575731365874163,0.670020559811911,-1.20171923276197,0.323132871428339,1.98357720762021,0.847615117916843,0.80976091150652,0.960444366249004,0.718950049470896,-1.17890798434799,-1.38374331266655,0.509802910695374,-0.0962620637805026,0.346145068178882,1.05634288100731,-1.24956026323035,-0.234940525055545,-0.854604224932973,-0.864273603151216,-0.517687692213494
