"","population","householdsize","racepctblack","racePctHisp","pctUrban","pctWInvInc","pctWSocSec","PctUnemployed","PctOccupManu","TotalPctDiv","PctKids2Par","PctWorkMomYoungKids","PctKidsBornNeverMar","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctPersOwnOccup","PctPersDenseHous","RentQrange","MedOwnCostPctIncNoMtg"
"1",-0.201045515412116,1.17524569999041,-0.55906606285171,-0.41605524011194,0.670020559811911,2.06828443062505,-0.336252496272377,-1.1552771319535,-1.29530684406442,-2.11354913054038,1.57265827418624,-1.99560086362678,-0.881003669276878,-0.099103762522369,-0.246009947003879,1.76910909924943,-0.668396165739692,1.39326108966618,0.697197793960664
"2",-0.146588540383404,0.337222563834814,-0.599074046757428,-0.486652351664509,0.670020559811911,1.59205391124264,1.09583126392589,-1.24852146793491,-1.1553436917349,-1.79697569277441,1.17083340251065,-1.17401864739327,-0.919370747345078,0.0507958461111094,-0.141506009232561,1.59777225133903,-0.557664703720232,0.0905311597143058,-0.359379322639548
"3",-0.116185880269106,-0.830023947239051,-0.603285413484346,-0.383841024160767,0.670020559811911,0.936748204768988,-0.501400202625207,-0.702869427747415,-0.782108618856204,0.578991266458574,0.632852995804503,0.691397509222006,-0.714746330981345,0.428741778779405,-0.300637005384342,-0.154376172765222,-0.37549358878499,-0.554965652424012,-0.993325592599676
"4",-0.178193427533245,-0.91981214039858,-0.535903545853662,-0.496933484414884,-1.59856781173599,-0.37542718361143,1.57560343274652,1.3174245185164,2.01248898932307,0.698955937611992,-0.736174304594327,-0.118947260284899,0.231641594700923,0.561591194961683,-0.438392196082898,-0.57743011822299,-0.521944877262341,-0.977472656732729,1.04939016616073
"5",-0.204637535213436,0.157646177515758,-0.618025197028559,-0.509270843715333,-1.59856781173599,-0.0727979373043853,0.69320838858395,1.04805199234789,-0.447752199402367,-0.360731990909873,-1.33060944533754,0.0845753859857104,0.50660565418969,0.537436755655814,-0.478768717494544,-0.580955567768471,-0.212968378401588,-0.437602595671591,-0.0776254248794913
"6",0.427015481522278,-0.770165151799366,-0.479050095040272,-0.47979826316426,0.670020559811911,-0.203389885969183,0.34965294106164,-0.112321966531838,0.140093040381587,0.742276513306282,-0.119323313571688,0.301832689366607,-0.490938375583511,0.695861460514893,-0.428891838103687,-0.603518444859552,-0.361205658201834,-0.742746543227886,-0.922887118159662
"7",-0.11933317380931,-0.321224186001725,-0.542922490398525,-0.469517130413886,0.670020559811911,0.308812068374783,0.460555050437263,-0.412775938027482,-0.827207856829047,-1.057193553995,0.70840271341293,0.576525831572337,-0.618828635810845,0.206378852228321,-0.428891838103687,-0.123352216764986,-0.475509102867083,1.92139484505208,-0.359379322639548
"8",0.0309891895495852,-0.770165151799366,0.341464522254208,-0.501731346365058,0.670020559811911,-0.626445240625801,0.743837612429344,0.740691033001774,1.25979825901769,1.37542338883821,-1.04003360838206,0.316815951668737,0.493816628166957,0.73564524290103,-0.504894701937373,-0.0761111928555351,-0.398711475982619,-0.684065014851676,-0.570694745959591
"9",0.102595004690992,-0.740235754079524,-0.630659297209312,-0.494877257864809,0.670020559811911,0.262674793097998,-0.857010227253563,-0.644160031018381,-0.3808809155116,-0.723958356346613,0.703421413350835,1.72024818730165,-0.471754836549411,0.577930962727416,-0.469268359515333,-0.631016951314307,-0.439789276409193,-0.601910875124981,-0.148063899319505
"10",0.246661877783643,-0.26136539056204,0.968958164564956,0.575731365874163,0.670020559811911,-0.998671393706302,0.323132871428339,0.80976091150652,0.406023029807661,0.718950049470896,-1.38374331266655,0.0321339679282525,0.509802910695374,-0.0962620637805026,0.0247502554036279,-1.37841225495636,0.358548844924661,-0.238085399192474,-0.00718695043947739
"11",-0.105155691573081,-0.500800572320782,0.231267092899859,-0.244017618755677,0.670020559811911,-0.499763230543783,0.75589218953539,0.395341640478045,0.298717946355035,0.905561760153991,-0.546884902234756,0.859959210120979,-0.206382546577694,0.552355674050614,-0.37901495871283,-0.466025912585778,-0.129026786225545,-0.648856097825949,-0.0776254248794913
"12",-0.136643288280431,0.546728347873714,0.842617162757423,1.29061279645019,0.670020559811911,-1.46786402363971,-0.412196332040467,1.42102933627352,0.553761912822147,1.91859676100508,-1.23430431080373,-0.238813358701945,1.38265393674693,-1.90216161423691,1.99369944659506,-1.29027601631933,2.50888239768967,-0.0855134254143263,-0.852448643719647
"13",-0.0609762915677362,-0.500800572320782,0.199681842447976,-0.498304302114934,-1.59856781173599,-0.760947127873377,0.0844522447286282,0.305550798421875,0.203854031998365,0.379050147869542,-0.873990272978927,-0.261288252155141,0.14211841254179,0.685205090232892,-0.43126692759849,-0.934910702134804,-0.293337987931842,-0.719273931877402,-0.500256271519576
"14",0.0196560005437892,0.0977873820760734,3.10131351729432,-0.515439523365557,0.670020559811911,-1.51243732348338,0.849917890962549,1.72839029561964,0.661066996274774,0.642305954011767,-1.74405735049134,0.479134626608487,1.72476038285504,0.693019761773026,-0.443142375072503,-0.33487918949387,0.231743460999149,-0.731010237552644,1.8946518594409
